ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_1250	22123	17.61	1	26	1.18	0.318	0.197	4.200	348.00	348.00	0.15
scaffold_1251	22115	16.61	1	10	0.45	0.344	0.272	2.333	657.00	657.00	0.00
scaffold_1252	22109	16.00	1	13	0.59	0.218	0.204	2.250	1172.00	1172.00	0.00
scaffold_1253	22091	17.01	1	12	0.54	0.504	0.289	0.200	1244.00	1244.00	0.00
scaffold_1254	22085	17.84	1	37	1.68	0.259	0.225	5.167	184.00	184.00	0.05
scaffold_1255	22080	18.28	1	26	1.18	0.254	0.229	0.857	602.00	602.00	0.08
scaffold_1256	22071	24.70	1	26	1.18	0.507	0.279	5.500	107.00	107.00	0.27
scaffold_1257	22071	14.24	1	11	0.50	0.315	0.291	2.667	251.00	251.00	0.00
scaffold_1258	22069	23.95	1	15	0.68	0.535	0.480	1.143	430.00	430.00	0.00
scaffold_1259	22067	18.09	1	20	0.91	0.358	0.192	1.222	322.00	322.00	0.10
scaffold_1260	22052	17.81	1	22	1.00	0.327	0.285	1.750	347.00	347.00	0.05
scaffold_1261	22042	27.82	1	13	0.59	0.861	0.696	3.333	638.00	638.00	0.08
scaffold_1262	22041	20.78	1	16	0.73	0.610	0.294	3.000	577.00	577.00	0.00
scaffold_1263	22031	18.55	1	18	0.82	0.498	0.399	0.286	474.00	474.00	0.06
scaffold_1264	22027	18.45	1	19	0.86	0.382	0.261	0.727	256.00	256.00	0.11
scaffold_1265	22026	17.07	1	11	0.50	0.436	0.180	1.750	1609.00	1609.00	0.00
scaffold_1266	22003	13.92	1	14	0.64	0.327	0.307	2.500	389.00	389.00	0.07
scaffold_1267	22000	24.07	1	29	1.32	0.428	0.324	4.800	208.50	208.50	0.31
scaffold_1268	21997	17.11	1	19	0.86	0.375	0.159	1.714	733.00	733.00	0.05
scaffold_1269	21996	19.82	1	14	0.64	0.315	0.224	1.333	629.50	629.50	0.00
scaffold_1270	21996	21.59	1	31	1.41	0.288	0.192	2.444	241.00	241.00	0.19
scaffold_1271	21991	16.47	1	21	0.95	0.333	0.294	0.167	236.00	236.00	0.00
scaffold_1272	21978	18.91	1	22	1.00	0.325	0.219	0.692	362.00	362.00	0.00
scaffold_1273	21978	16.83	1	16	0.73	0.279	0.181	1.286	679.00	679.00	0.06
scaffold_1274	21966	20.04	1	17	0.77	0.466	0.240	0.062	686.00	686.00	0.00
scaffold_1275	21963	20.62	1	28	1.27	0.262	0.189	0.647	371.50	371.50	0.14
scaffold_1276	21956	16.09	1	23	1.05	0.227	0.183	1.875	799.00	799.00	0.13
scaffold_1277	21914	24.05	1	19	0.87	0.495	0.330	3.750	209.00	209.00	0.16
scaffold_1278	21899	16.64	1	20	0.91	0.325	0.229	0.538	357.00	357.00	0.05
scaffold_1279	21893	19.79	1	30	1.37	0.299	0.188	0.200	277.50	277.50	0.13
scaffold_1280	21883	17.69	1	28	1.28	0.316	0.243	2.111	358.00	358.00	0.18
scaffold_1281	21878	17.72	1	21	0.96	0.336	0.264	2.000	409.00	409.00	0.00
scaffold_1282	21857	18.47	1	34	1.56	0.277	0.241	0.097	144.00	144.00	0.09
scaffold_1283	21831	16.37	1	17	0.78	0.352	0.243	3.250	876.00	876.00	0.00
scaffold_1284	21821	17.42	1	27	1.24	0.359	0.192	0.588	368.00	368.00	0.00
scaffold_1285	21817	15.39	1	13	0.60	0.401	0.228	1.167	937.00	937.00	0.00
scaffold_1286	21809	23.05	1	15	0.69	0.921	0.375	2.000	110.50	110.50	0.07
scaffold_1287	21805	17.17	1	23	1.05	0.212	0.186	0.643	349.00	349.00	0.00
scaffold_1288	21804	20.25	1	13	0.60	1.006	0.570	5.500	427.00	427.00	0.15
scaffold_1289	21796	24.80	1	18	0.83	0.765	0.464	8.000	248.50	248.50	0.22
scaffold_1290	21786	19.15	1	16	0.73	0.332	0.219	0.600	421.00	421.00	0.12
scaffold_1291	21775	19.18	1	23	1.06	0.296	0.237	1.556	511.50	511.50	0.04
scaffold_1292	21767	17.45	1	27	1.24	0.222	0.165	2.375	361.00	361.00	0.11
scaffold_1293	21741	24.02	1	16	0.74	0.645	0.258	0.333	305.00	305.00	0.06
scaffold_1294	21736	17.50	1	26	1.20	0.273	0.195	0.130	393.00	393.00	0.08
scaffold_1295	21712	16.94	1	19	0.88	0.176	0.144	1.375	390.00	390.00	0.05
scaffold_1296	21694	18.55	1	18	0.83	0.271	0.230	2.600	265.00	265.00	0.00
scaffold_1297	21692	17.18	1	16	0.74	0.498	0.393	0.600	277.50	277.50	0.00
scaffold_1298	21667	19.44	1	17	0.78	0.390	0.390	0.545	326.50	326.50	0.18
scaffold_1299	21654	16.28	1	11	0.51	0.411	0.261	0.571	927.00	927.00	0.00
scaffold_1300	21639	20.03	1	23	1.06	0.384	0.342	0.438	545.00	545.00	0.04
scaffold_1301	21624	18.11	1	14	0.65	0.313	0.198	0.400	427.50	427.50	0.00
scaffold_1302	21619	18.53	1	10	0.46	0.400	0.231	4.000	1266.50	1266.50	0.00
scaffold_1303	21614	15.99	1	12	0.56	0.443	0.237	1.400	849.00	849.00	0.08
scaffold_1304	21587	16.61	1	16	0.74	0.232	0.186	4.333	1114.00	1114.00	0.06
scaffold_1305	21585	24.79	1	12	0.56	0.882	0.399	11.000	585.00	585.00	0.17
scaffold_1306	21575	17.62	1	18	0.83	0.267	0.222	0.385	872.00	872.00	0.06
scaffold_1307	21572	18.44	1	21	0.97	0.432	0.264	0.400	339.50	339.50	0.14
scaffold_1308	21569	16.14	1	15	0.70	0.261	0.189	1.500	927.00	927.00	0.13
scaffold_1309	21568	18.45	1	10	0.46	0.680	0.350	1.500	881.00	881.00	0.00
scaffold_1310	21560	21.10	1	6	0.28	1.285	0.479	NA	489.00	489.00	0.00
scaffold_1311	21558	18.51	1	31	1.44	0.395	0.219	14.500	165.00	165.00	0.35
scaffold_1312	21539	19.92	1	18	0.84	0.450	0.234	0.636	214.00	214.00	0.06
scaffold_1313	21529	17.43	1	26	1.21	0.257	0.214	1.167	431.50	431.50	0.00
scaffold_1314	21528	19.51	1	20	0.93	0.446	0.201	0.111	510.00	510.00	0.20
scaffold_1315	21516	17.74	1	23	1.07	0.331	0.258	0.353	278.50	278.50	0.04
scaffold_1316	21472	20.40	1	18	0.84	0.353	0.270	3.500	283.50	283.50	0.00
scaffold_1317	21462	16.48	1	14	0.65	0.504	0.267	0.556	570.00	570.00	0.00
scaffold_1318	21459	19.15	1	20	0.93	0.384	0.203	1.857	97.00	97.00	0.25
scaffold_1319	21458	18.99	1	21	0.98	0.308	0.246	3.200	492.00	492.00	0.10
scaffold_1320	21446	16.95	1	21	0.98	0.457	0.324	3.200	360.00	360.00	0.14
scaffold_1321	21443	21.83	1	28	1.31	0.429	0.341	1.545	161.00	161.00	0.36
scaffold_1322	21428	17.86	1	18	0.84	0.448	0.285	5.000	447.00	447.00	0.06
scaffold_1323	21427	15.79	1	20	0.93	0.295	0.191	0.818	453.00	453.00	0.05
scaffold_1324	21411	15.12	1	4	0.19	0.351	0.298	3.000	1009.50	1009.50	0.00
scaffold_1325	21403	19.68	1	19	0.89	0.255	0.243	0.583	250.50	250.50	0.16
scaffold_1326	21388	28.21	1	9	0.42	1.395	0.837	0.286	141.00	141.00	0.00
scaffold_1327	21387	26.71	1	12	0.56	0.980	0.646	0.714	574.50	574.50	0.17
scaffold_1328	21381	20.58	1	14	0.65	0.491	0.243	0.750	557.00	557.00	0.00
scaffold_1329	21372	17.14	1	27	1.26	0.269	0.237	2.857	282.50	282.50	0.11
scaffold_1330	21372	21.63	1	14	0.66	0.781	0.552	6.000	494.00	494.00	0.00
scaffold_1331	21370	15.17	1	4	0.19	0.413	0.405	3.000	4647.00	4647.00	0.00
scaffold_1332	21349	21.73	1	7	0.33	0.897	0.507	NA	1310.00	1310.00	0.14
scaffold_1333	21342	18.32	1	22	1.03	0.252	0.169	4.500	663.00	663.00	0.05
scaffold_1334	21339	15.42	1	25	1.17	0.217	0.171	1.083	302.00	302.00	0.04
scaffold_1335	21335	19.95	1	21	0.98	0.399	0.186	0.312	376.50	376.50	0.05
scaffold_1336	21327	18.94	1	27	1.27	0.215	0.159	1.700	516.00	516.00	0.04
scaffold_1337	21326	19.00	1	22	1.03	0.423	0.347	0.048	230.50	230.50	0.09
scaffold_1338	21326	18.84	1	15	0.70	0.452	0.240	1.500	649.00	649.00	0.07
scaffold_1339	21324	18.12	1	16	0.75	0.367	0.252	0.600	439.00	439.00	0.06
scaffold_1340	21308	15.54	1	4	0.19	0.380	0.320	3.000	9209.00	9209.00	0.25
scaffold_1341	21301	17.99	1	22	1.03	0.252	0.217	1.750	538.00	538.00	0.14
scaffold_1342	21300	16.27	1	13	0.61	0.539	0.306	2.250	226.00	226.00	0.08
scaffold_1343	21299	19.88	1	24	1.13	0.309	0.288	0.143	428.00	428.00	0.29
scaffold_1344	21291	19.13	1	23	1.08	0.240	0.141	0.533	479.00	479.00	0.09
scaffold_1345	21284	15.19	1	6	0.28	0.339	0.291	5.000	2645.50	2645.50	0.00
scaffold_1346	21284	19.37	1	18	0.85	0.448	0.219	0.385	375.00	375.00	0.22
scaffold_1347	21282	16.11	1	15	0.70	0.250	0.174	0.500	741.00	741.00	0.00
scaffold_1348	21281	19.86	1	23	1.08	0.397	0.225	0.353	193.00	193.00	0.09
scaffold_1349	21267	17.12	1	14	0.66	0.391	0.266	0.400	679.50	679.50	0.14
scaffold_1350	21263	17.18	1	16	0.75	0.292	0.317	2.200	775.00	775.00	0.00
scaffold_1351	21244	18.28	1	26	1.22	0.303	0.246	1.364	337.50	337.50	0.00
scaffold_1352	21237	19.45	1	15	0.71	0.458	0.231	0.250	526.00	526.00	0.20
scaffold_1353	21230	19.84	1	19	0.89	0.402	0.267	2.167	383.00	383.00	0.11
scaffold_1354	21228	18.01	1	19	0.90	0.315	0.231	1.714	441.50	441.50	0.16
scaffold_1355	21221	18.45	1	20	0.94	0.323	0.213	0.333	474.00	474.00	0.05
scaffold_1356	21210	19.63	1	22	1.04	0.357	0.241	0.467	493.00	493.00	0.23
scaffold_1357	21197	18.17	1	25	1.18	0.248	0.219	7.333	296.00	296.00	0.08
scaffold_1358	21197	17.79	1	23	1.09	0.248	0.219	1.875	512.00	512.00	0.13
scaffold_1359	21196	19.45	1	19	0.90	0.383	0.231	0.900	504.00	504.00	0.16
scaffold_1360	21183	17.95	1	25	1.18	0.267	0.201	2.125	858.00	858.00	0.24
scaffold_1361	21180	18.89	1	8	0.38	1.066	0.673	0.143	1342.00	1342.00	0.00
scaffold_1362	21172	21.50	1	15	0.71	0.479	0.243	0.250	605.00	605.00	0.13
scaffold_1363	21162	17.90	1	17	0.80	0.311	0.249	1.125	636.50	636.50	0.06
scaffold_1364	21161	19.41	1	15	0.71	0.536	0.276	0.500	486.50	486.50	0.20
scaffold_1365	21158	18.60	1	15	0.71	0.582	0.249	0.875	444.00	444.00	0.07
scaffold_1366	21145	17.26	1	30	1.42	0.267	0.203	0.304	186.00	186.00	0.10
scaffold_1367	21139	16.59	1	11	0.52	0.310	0.330	0.100	626.00	626.00	0.00
scaffold_1368	21123	16.02	1	16	0.76	0.446	0.297	0.067	376.00	376.00	0.00
scaffold_1369	21120	17.73	1	16	0.76	0.440	0.326	0.333	121.00	121.00	0.06
scaffold_1370	21105	18.91	1	25	1.18	0.294	0.192	2.125	273.00	273.00	0.20
scaffold_1371	21103	21.49	1	23	1.09	0.462	0.315	0.211	120.00	120.00	0.09
scaffold_1372	21089	16.17	1	21	1.00	0.371	0.264	0.105	335.00	335.00	0.19
scaffold_1373	21088	21.38	1	18	0.85	0.608	0.417	0.385	213.00	213.00	0.17
scaffold_1374	21079	15.69	1	20	0.95	0.213	0.167	1.000	645.00	645.00	0.05
scaffold_1375	21068	19.11	1	16	0.76	0.496	0.324	7.000	395.50	395.50	0.12
scaffold_1376	21065	19.42	1	23	1.09	0.242	0.216	1.300	283.00	283.00	0.17
scaffold_1377	21062	23.61	1	16	0.76	0.604	0.468	3.000	246.00	246.00	0.06
scaffold_1378	21053	15.73	1	14	0.66	0.324	0.207	13.000	1274.00	1274.00	0.07
scaffold_1379	21050	21.36	1	17	0.81	0.603	0.315	0.308	103.00	103.00	0.18
scaffold_1380	21050	21.06	1	18	0.86	0.494	0.211	0.500	438.50	438.50	0.11
scaffold_1381	21048	19.08	1	16	0.76	0.524	0.235	15.000	447.00	447.00	0.06
scaffold_1382	21043	17.65	1	17	0.81	0.254	0.180	1.125	706.00	706.00	0.12
scaffold_1383	21029	19.62	1	14	0.67	0.620	0.252	1.333	301.00	301.00	0.07
scaffold_1384	21028	19.42	1	14	0.67	0.581	0.189	1.800	451.50	451.50	0.00
scaffold_1385	21022	18.47	1	17	0.81	0.420	0.195	7.500	821.00	821.00	0.12
scaffold_1386	21020	20.02	1	13	0.62	0.467	0.354	1.167	1235.00	1235.00	0.08
scaffold_1387	21012	21.34	1	22	1.05	0.328	0.294	0.467	283.00	283.00	0.05
scaffold_1388	21012	21.98	1	8	0.38	1.307	0.723	1.000	865.50	865.50	0.25
scaffold_1389	21008	18.30	1	11	0.52	0.362	0.264	1.750	1350.50	1350.50	0.09
scaffold_1390	21003	19.49	1	16	0.76	0.449	0.335	2.200	677.00	677.00	0.06
scaffold_1391	21000	19.04	1	17	0.81	0.384	0.222	0.545	280.00	280.00	0.12
scaffold_1392	20997	20.03	1	24	1.14	0.261	0.200	1.400	237.00	237.00	0.12
scaffold_1393	20991	24.77	1	14	0.67	0.482	0.271	0.556	390.50	390.50	0.00
scaffold_1394	20989	19.51	1	20	0.95	0.368	0.225	1.500	644.50	644.50	0.00
scaffold_1395	20988	19.87	1	28	1.33	0.338	0.224	0.273	402.00	402.00	0.25
scaffold_1396	20980	17.32	1	17	0.81	0.254	0.219	0.700	766.00	766.00	0.00
scaffold_1397	20939	16.12	1	11	0.53	0.603	0.312	2.667	231.00	231.00	0.00
scaffold_1398	20931	21.08	1	22	1.05	0.383	0.270	0.158	273.00	273.00	0.18
scaffold_1399	20919	20.27	1	24	1.15	0.377	0.246	0.600	201.50	201.50	0.08
scaffold_1400	20913	18.42	1	21	1.00	0.447	0.222	0.400	411.00	411.00	0.05
scaffold_1401	20909	18.03	1	14	0.67	0.298	0.156	2.500	1045.50	1045.50	0.00
scaffold_1402	20896	15.24	1	12	0.57	0.223	0.204	0.333	1539.50	1539.50	0.00
scaffold_1403	20892	18.01	1	25	1.20	0.303	0.201	0.923	398.00	398.00	0.08
scaffold_1404	20886	18.80	1	25	1.20	0.352	0.228	0.316	392.00	392.00	0.24
scaffold_1405	20886	19.78	1	15	0.72	0.633	0.375	0.667	673.00	673.00	0.13
scaffold_1406	20868	17.38	1	14	0.67	0.481	0.362	0.750	1299.00	1299.00	0.21
scaffold_1407	20862	21.19	1	10	0.48	1.431	0.436	0.111	417.00	417.00	0.10
scaffold_1408	20849	16.38	1	15	0.72	0.341	0.180	0.667	259.00	259.00	0.20
scaffold_1409	20842	16.98	1	16	0.77	0.412	0.303	7.000	664.00	664.00	0.25
scaffold_1410	20834	17.81	1	20	0.96	0.276	0.188	0.667	724.00	724.00	0.05
scaffold_1411	20833	20.29	1	16	0.77	0.607	0.241	0.067	359.00	359.00	0.19
scaffold_1412	20821	16.29	1	19	0.91	0.436	0.345	18.000	324.50	324.50	0.05
scaffold_1413	20811	19.89	1	14	0.67	0.503	0.247	13.000	626.00	626.00	0.07
scaffold_1414	20797	25.56	1	15	0.72	0.885	0.567	NA	273.00	273.00	0.27
scaffold_1415	20786	17.18	1	15	0.72	0.282	0.210	1.143	542.00	542.00	0.07
scaffold_1416	20778	24.42	1	19	0.91	0.687	0.327	2.800	137.00	137.00	0.11
scaffold_1417	20775	25.86	1	27	1.30	0.472	0.339	0.421	205.00	205.00	0.19
scaffold_1418	20770	23.86	1	17	0.82	0.728	0.399	3.250	309.00	309.00	0.06
scaffold_1419	20750	24.25	1	16	0.77	0.713	0.559	7.000	243.50	243.50	0.00
scaffold_1420	20741	19.44	1	13	0.63	0.578	0.393	3.333	381.00	381.00	0.00
scaffold_1421	20737	18.18	1	21	1.01	0.298	0.246	4.250	347.00	347.00	0.00
scaffold_1422	20715	22.03	1	16	0.77	0.650	0.409	1.667	353.00	353.00	0.00
scaffold_1423	20706	20.88	1	27	1.30	0.313	0.216	1.455	447.00	447.00	0.11
scaffold_1424	20702	20.23	1	13	0.63	0.703	0.438	0.625	533.00	533.00	0.08
scaffold_1425	20700	18.18	1	15	0.72	0.517	0.306	0.154	630.50	630.50	0.07
scaffold_1426	20689	17.41	1	22	1.06	0.224	0.200	0.222	575.00	575.00	0.00
scaffold_1427	20687	19.83	1	18	0.87	0.402	0.272	2.000	419.50	419.50	0.11
scaffold_1428	20683	19.03	1	13	0.63	0.356	0.246	0.625	1028.50	1028.50	0.08
scaffold_1429	20680	16.83	1	20	0.97	0.305	0.201	1.222	631.00	631.00	0.10
scaffold_1430	20674	18.28	1	22	1.06	0.444	0.271	0.222	223.00	223.00	0.05
scaffold_1431	20671	18.64	1	13	0.63	0.493	0.246	0.857	502.00	502.00	0.00
scaffold_1432	20663	19.91	1	19	0.92	0.328	0.231	0.267	506.00	506.00	0.00
scaffold_1433	20652	21.06	1	23	1.11	0.420	0.246	1.300	291.00	291.00	0.09
scaffold_1434	20650	18.66	1	28	1.36	0.246	0.194	0.556	263.00	263.00	0.04
scaffold_1435	20642	15.94	1	10	0.48	0.290	0.233	0.111	286.00	286.00	0.00
scaffold_1436	20628	16.83	1	16	0.78	0.369	0.272	1.667	452.50	452.50	0.00
scaffold_1437	20627	18.50	1	20	0.97	0.257	0.198	0.250	364.50	364.50	0.10
scaffold_1438	20624	16.98	1	29	1.41	0.262	0.186	8.667	154.00	154.00	0.14
scaffold_1439	20623	18.27	1	11	0.53	0.350	0.192	4.500	998.50	998.50	0.09
scaffold_1440	20621	18.21	1	9	0.44	0.402	0.216	2.000	1488.50	1488.50	0.11
scaffold_1441	20608	18.80	1	25	1.21	0.273	0.192	1.500	357.00	357.00	0.08
scaffold_1442	20604	17.72	1	14	0.68	0.262	0.174	3.667	680.00	680.00	0.00
scaffold_1443	20601	15.37	1	17	0.83	0.267	0.201	0.889	875.00	875.00	0.00
scaffold_1444	20600	17.72	1	17	0.83	0.253	0.189	3.250	682.50	682.50	0.06
scaffold_1445	20593	18.22	1	15	0.73	0.505	0.306	NA	432.00	432.00	0.13
scaffold_1446	20577	23.05	1	15	0.73	0.583	0.264	6.500	414.00	414.00	0.27
scaffold_1447	20542	20.18	1	17	0.83	0.458	0.291	0.308	520.00	520.00	0.24
scaffold_1448	20542	16.27	1	16	0.78	0.388	0.307	0.231	700.50	700.50	0.12
scaffold_1449	20538	18.09	1	20	0.97	0.243	0.240	2.333	540.00	540.00	0.05
scaffold_1450	20524	19.61	1	16	0.78	0.520	0.366	1.667	505.00	505.00	0.00
scaffold_1451	20493	17.52	1	32	1.56	0.199	0.192	4.333	331.00	331.00	0.03
scaffold_1452	20468	16.80	1	12	0.59	0.289	0.255	1.400	666.00	666.00	0.08
scaffold_1453	20468	15.22	1	9	0.44	0.431	0.342	0.800	635.00	635.00	0.00
scaffold_1454	20449	18.06	1	16	0.78	0.372	0.271	0.143	686.50	686.50	0.00
scaffold_1455	20444	19.59	1	13	0.64	0.573	0.468	1.600	471.00	471.00	0.00
scaffold_1456	20439	18.29	1	18	0.88	0.345	0.198	0.286	348.50	348.50	0.22
scaffold_1457	20433	18.41	1	12	0.59	0.493	0.186	0.333	314.00	314.00	0.00
scaffold_1458	20388	19.25	1	11	0.54	0.611	0.633	1.200	946.00	946.00	0.09
scaffold_1459	20370	18.88	1	20	0.98	0.338	0.246	0.250	286.50	286.50	0.10
scaffold_1460	20363	17.39	1	20	0.98	0.231	0.216	1.222	268.00	268.00	0.05
scaffold_1461	20363	18.46	1	23	1.13	0.263	0.249	1.091	213.50	213.50	0.04
scaffold_1462	20355	16.25	1	10	0.49	0.314	0.326	1.500	842.00	842.00	0.10
scaffold_1463	20354	20.56	1	12	0.59	0.560	0.265	0.333	420.00	420.00	0.08
scaffold_1464	20353	17.31	1	30	1.47	0.252	0.206	4.000	236.50	236.50	0.20
scaffold_1465	20353	17.98	1	11	0.54	0.564	0.285	1.750	1709.00	1709.00	0.18
scaffold_1466	20349	16.51	1	12	0.59	0.304	0.234	0.500	729.50	729.50	0.00
scaffold_1467	20335	19.61	1	17	0.84	0.455	0.363	0.062	273.00	273.00	0.24
scaffold_1468	20333	18.98	1	14	0.69	0.485	0.349	13.000	457.50	457.50	0.14
scaffold_1469	20329	20.58	1	25	1.23	0.407	0.216	0.923	315.00	315.00	0.08
scaffold_1470	20329	21.09	1	9	0.44	0.888	0.585	NA	1337.00	1337.00	0.22
scaffold_1471	20309	18.16	1	13	0.64	0.636	0.384	5.500	644.00	644.00	0.00
scaffold_1472	20303	21.72	1	6	0.30	1.503	0.992	5.000	1739.00	1739.00	0.17
scaffold_1473	20287	20.44	1	19	0.94	0.301	0.231	1.111	374.00	374.00	0.16
scaffold_1474	20278	14.53	1	13	0.64	0.225	0.210	NA	1337.00	1337.00	0.00
scaffold_1475	20276	18.85	1	11	0.54	0.452	0.324	0.833	555.00	555.00	0.09
scaffold_1476	20267	22.99	1	13	0.64	0.585	0.324	0.300	1133.00	1133.00	0.08
scaffold_1477	20264	18.63	1	23	1.14	0.340	0.195	1.556	438.50	438.50	0.22
scaffold_1478	20256	16.89	1	13	0.64	0.558	0.390	0.625	576.50	576.50	0.08
scaffold_1479	20249	17.97	1	22	1.09	0.320	0.267	3.400	265.00	265.00	0.18
scaffold_1480	20246	17.27	1	27	1.33	0.269	0.234	1.250	436.00	436.00	0.11
scaffold_1481	20244	14.41	1	10	0.49	0.312	0.175	1.000	937.00	937.00	0.10
scaffold_1482	20240	17.40	1	12	0.59	0.242	0.234	0.714	1159.50	1159.50	0.00
scaffold_1483	20239	19.54	1	23	1.14	0.259	0.198	2.833	440.00	440.00	0.09
scaffold_1484	20233	19.71	1	13	0.64	0.649	0.315	0.857	373.00	373.00	0.00
scaffold_1485	20232	20.85	1	23	1.14	0.268	0.216	2.286	609.00	609.00	0.00
scaffold_1486	20232	19.66	1	20	0.99	0.402	0.300	1.000	411.50	411.50	0.30
scaffold_1487	20231	17.18	1	23	1.14	0.236	0.195	0.278	404.50	404.50	0.04
scaffold_1488	20229	17.98	1	20	0.99	0.214	0.211	1.222	546.50	546.50	0.00
scaffold_1489	20228	15.04	1	20	0.99	0.201	0.153	0.538	802.00	802.00	0.00
scaffold_1490	20218	17.84	1	13	0.64	0.598	0.267	0.182	928.50	928.50	0.08
scaffold_1491	20217	19.23	1	15	0.74	0.450	0.420	0.500	272.50	272.50	0.07
scaffold_1492	20211	16.54	1	21	1.04	0.269	0.246	3.200	566.00	566.00	0.00
scaffold_1493	20208	18.71	1	20	0.99	0.288	0.178	0.818	510.50	510.50	0.00
scaffold_1494	20208	21.56	1	16	0.79	0.353	0.243	15.000	260.00	260.00	0.06
scaffold_1495	20201	17.88	1	20	0.99	0.374	0.183	1.000	320.00	320.00	0.15
scaffold_1496	20201	17.48	1	9	0.45	0.405	0.369	0.500	1366.50	1366.50	0.11
scaffold_1497	20190	16.66	1	22	1.09	0.384	0.197	1.750	398.00	398.00	0.05
scaffold_1498	20155	22.95	1	15	0.74	0.445	0.336	1.500	656.00	656.00	0.13
scaffold_1499	20154	22.11	1	15	0.74	0.661	0.249	NA	877.00	877.00	0.27
scaffold_1500	20151	18.15	1	31	1.54	0.225	0.198	0.938	263.50	263.50	0.03
scaffold_1501	20141	17.64	1	13	0.65	0.550	0.195	0.625	476.00	476.00	0.00
scaffold_1502	20138	16.87	1	12	0.60	0.233	0.134	0.500	898.00	898.00	0.00
scaffold_1503	20128	16.92	1	22	1.09	0.334	0.210	1.444	391.00	391.00	0.14
scaffold_1504	20122	19.00	1	13	0.65	0.577	0.474	0.300	1219.50	1219.50	0.23
scaffold_1505	20119	18.28	1	23	1.14	0.312	0.306	0.095	432.50	432.50	0.04
scaffold_1506	20118	14.21	1	12	0.60	0.319	0.168	0.714	779.00	779.00	0.08
scaffold_1507	20117	16.54	1	12	0.60	0.275	0.229	1.000	676.50	676.50	0.00
scaffold_1508	20116	18.91	1	13	0.65	0.304	0.216	0.625	482.50	482.50	0.08
scaffold_1509	20116	21.06	1	12	0.60	0.972	0.462	2.000	647.00	647.00	0.00
scaffold_1510	20115	18.88	1	11	0.55	0.476	0.186	0.375	1292.00	1292.00	0.18
scaffold_1511	20113	19.33	1	26	1.29	0.272	0.264	0.300	325.00	325.00	0.12
scaffold_1512	20105	15.79	1	18	0.90	0.192	0.171	1.571	195.00	195.00	0.06
scaffold_1513	20102	16.50	1	26	1.29	0.275	0.219	4.200	354.00	354.00	0.04
scaffold_1514	20095	18.85	1	21	1.05	0.342	0.297	0.167	631.00	631.00	0.05
scaffold_1515	20088	15.36	1	15	0.75	0.250	0.228	1.500	826.00	826.00	0.00
scaffold_1516	20083	20.01	1	17	0.85	0.320	0.324	7.500	203.50	203.50	0.18
scaffold_1517	20081	19.16	1	15	0.75	0.437	0.213	0.500	357.00	357.00	0.00
scaffold_1518	20069	19.54	1	12	0.60	0.631	0.418	11.000	585.00	585.00	0.25
scaffold_1519	20057	22.16	1	4	0.20	0.966	0.948	NA	2677.50	2677.50	0.00
scaffold_1520	20052	20.59	1	14	0.70	0.421	0.330	3.667	123.50	123.50	0.14
scaffold_1521	20026	19.24	1	16	0.80	0.354	0.402	0.333	495.00	495.00	0.00
scaffold_1522	20022	23.60	1	25	1.25	0.357	0.231	0.190	294.50	294.50	0.20
scaffold_1523	20019	21.07	1	11	0.55	0.512	0.315	0.222	309.00	309.00	0.00
scaffold_1524	20014	20.66	1	15	0.75	0.632	0.336	0.071	262.50	262.50	0.07
scaffold_1525	20010	33.32	1	7	0.35	0.207	0.195	0.400	4383.00	4383.00	0.29
scaffold_1526	20010	21.58	1	7	0.35	0.799	0.948	NA	2714.00	2714.00	0.14
scaffold_1527	20006	18.29	1	19	0.95	0.378	0.270	0.056	483.00	483.00	0.11
scaffold_1528	19992	16.87	1	18	0.90	0.340	0.310	NA	154.00	154.00	0.17
scaffold_1529	19988	18.00	1	9	0.45	0.622	0.243	1.250	1858.50	1858.50	0.11
scaffold_1530	19976	14.18	1	15	0.75	0.157	0.120	2.750	861.00	861.00	0.00
scaffold_1531	19975	20.60	1	14	0.70	0.560	0.327	0.556	698.00	698.00	0.07
scaffold_1532	19965	25.89	1	20	1.00	0.443	0.421	19.000	207.50	207.50	0.20
scaffold_1533	19939	17.39	1	8	0.40	0.694	0.528	0.600	996.00	996.00	0.00
scaffold_1534	19936	19.72	1	26	1.30	0.319	0.222	0.238	179.00	179.00	0.12
scaffold_1535	19917	18.44	1	20	1.00	0.243	0.213	0.333	334.00	334.00	0.25
scaffold_1536	19915	18.44	1	21	1.05	0.306	0.189	NA	258.50	258.50	0.14
scaffold_1537	19906	18.35	1	19	0.95	0.268	0.201	2.167	208.00	208.00	0.00
scaffold_1538	19905	13.71	1	9	0.45	0.278	0.144	1.250	956.00	956.00	0.00
scaffold_1539	19902	20.57	1	17	0.85	0.460	0.240	0.214	899.50	899.50	0.06
scaffold_1540	19899	17.39	1	28	1.41	0.305	0.258	0.273	179.00	179.00	0.00
scaffold_1541	19898	14.85	1	22	1.11	0.190	0.151	0.833	468.50	468.50	0.00
scaffold_1542	19891	16.83	1	20	1.01	0.277	0.213	1.857	504.50	504.50	0.20
scaffold_1543	19883	18.30	1	19	0.96	0.196	0.168	0.900	259.50	259.50	0.05
