ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_1509	1471	53.91	1	1	0.68	0.519	0.519	NA	2.00	2.00	0.00
scaffold_1510	1471	71.38	1	2	1.36	0.705	0.705	1.000	31.00	31.00	0.00
scaffold_1511	1470	63.54	1	2	1.36	0.351	0.351	NA	340.50	340.50	0.00
scaffold_1512	1470	62.52	1	2	1.36	0.151	0.151	NA	584.00	584.00	0.00
scaffold_1513	1468	62.94	1	2	1.36	0.294	0.294	1.000	48.50	48.50	0.00
scaffold_1514	1467	51.74	1	1	0.68	1.434	1.434	NA	33.00	33.00	0.00
scaffold_1515	1466	72.24	1	1	0.68	0.855	0.855	NA	612.00	612.00	0.00
scaffold_1516	1466	60.23	1	2	1.36	0.292	0.292	1.000	441.00	441.00	0.00
scaffold_1517	1465	68.26	1	2	1.37	0.643	0.643	1.000	342.00	342.00	0.50
scaffold_1518	1464	67.69	1	3	2.05	0.506	0.507	2.000	18.00	18.00	0.33
scaffold_1519	1464	67.76	1	2	1.37	0.556	0.556	1.000	176.50	176.50	0.00
scaffold_1520	1463	72.73	1	2	1.37	0.423	0.423	1.000	310.00	310.00	0.00
scaffold_1521	1462	69.29	1	1	0.68	0.726	0.726	NA	433.00	433.00	0.00
scaffold_1522	1459	74.23	1	2	1.37	0.516	0.516	1.000	215.00	215.00	0.00
scaffold_1523	1458	49.79	1	1	0.69	1.458	1.458	NA	1.00	1.00	0.00
scaffold_1524	1458	67.70	1	2	1.37	0.498	0.498	1.000	109.50	109.50	0.00
scaffold_1525	1458	62.07	1	2	1.37	0.672	0.672	1.000	58.50	58.50	0.00
scaffold_1526	1456	65.11	1	2	1.37	0.345	0.345	NA	384.00	384.00	0.00
scaffold_1527	1456	57.01	1	1	0.69	0.786	0.786	NA	2.00	2.00	0.00
scaffold_1528	1453	65.79	1	2	1.38	0.447	0.447	NA	280.00	280.00	0.00
scaffold_1529	1453	64.56	1	2	1.38	0.381	0.381	NA	347.00	347.00	0.00
scaffold_1530	1453	62.08	1	2	1.38	0.660	0.660	NA	9.00	9.00	0.00
scaffold_1531	1450	70.34	1	1	0.69	1.446	1.446	NA	3.00	3.00	0.00
scaffold_1532	1449	56.04	1	1	0.69	0.723	0.723	NA	727.00	727.00	0.00
scaffold_1533	1445	62.70	1	1	0.69	1.443	1.443	NA	2.00	2.00	0.00
scaffold_1534	1445	58.55	1	2	1.38	0.417	0.417	NA	306.50	306.50	0.00
scaffold_1535	1445	57.85	1	2	1.38	0.143	0.143	NA	581.00	581.00	0.00
scaffold_1536	1444	63.50	1	1	0.69	1.443	1.443	NA	2.00	2.00	0.00
scaffold_1537	1442	67.41	1	1	0.69	0.141	0.141	NA	1302.00	1302.00	0.00
scaffold_1538	1442	67.27	1	1	0.69	1.440	1.440	NA	1.00	1.00	0.00
scaffold_1539	1441	64.47	1	3	2.08	0.442	0.177	2.000	24.00	24.00	0.00
scaffold_1540	1441	55.31	1	1	0.69	0.429	0.429	NA	2.00	2.00	0.00
scaffold_1541	1439	65.95	1	1	0.69	0.630	0.630	NA	2.00	2.00	0.00
scaffold_1542	1437	59.50	1	1	0.70	0.156	0.156	NA	371.00	371.00	0.00
scaffold_1543	1436	69.43	1	1	0.70	0.768	0.768	NA	96.00	96.00	0.00
scaffold_1544	1435	62.72	1	1	0.70	1.254	1.254	NA	1.00	1.00	0.00
scaffold_1545	1434	63.81	1	2	1.39	0.558	0.558	NA	147.50	147.50	0.00
scaffold_1546	1434	60.53	1	1	0.70	0.072	0.072	NA	1363.00	1363.00	0.00
scaffold_1547	1434	68.83	1	1	0.70	1.431	1.431	NA	3.00	3.00	0.00
scaffold_1548	1433	64.69	1	3	2.09	0.281	0.186	0.500	41.00	41.00	0.00
scaffold_1549	1432	71.65	1	1	0.70	1.398	1.398	NA	2.00	2.00	0.00
scaffold_1550	1432	67.39	1	1	0.70	0.882	0.882	NA	1.00	1.00	0.00
scaffold_1551	1432	55.80	1	1	0.70	0.135	0.135	NA	1298.00	1298.00	0.00
scaffold_1552	1432	61.59	1	2	1.40	0.435	0.435	1.000	282.50	282.50	0.00
scaffold_1553	1431	62.61	1	1	0.70	1.431	1.431	NA	1.00	1.00	0.00
scaffold_1554	1430	63.43	1	1	0.70	1.428	1.428	NA	1.00	1.00	0.00
scaffold_1555	1430	61.61	1	2	1.40	0.351	0.351	NA	3.00	3.00	0.50
scaffold_1556	1427	74.00	1	1	0.70	0.987	0.987	NA	1.00	1.00	0.00
scaffold_1557	1426	62.34	1	2	1.40	0.735	0.735	NA	3.00	3.00	0.50
scaffold_1558	1426	69.07	1	1	0.70	1.425	1.425	NA	2.00	2.00	0.00
scaffold_1559	1425	55.72	1	3	2.11	0.308	0.336	2.000	58.00	58.00	0.00
scaffold_1560	1424	62.92	1	1	0.70	0.576	0.576	NA	2.00	2.00	0.00
scaffold_1561	1422	64.70	1	2	1.41	0.232	0.232	NA	479.00	479.00	0.00
scaffold_1562	1421	60.59	1	1	0.70	0.450	0.450	NA	970.00	970.00	0.00
scaffold_1563	1421	53.06	1	1	0.70	0.561	0.561	NA	1.00	1.00	0.00
scaffold_1564	1419	72.30	1	2	1.41	0.564	0.564	1.000	147.00	147.00	0.00
scaffold_1565	1417	63.66	1	1	0.71	0.444	0.444	NA	2.00	2.00	0.00
scaffold_1566	1416	58.05	1	2	1.41	0.282	0.282	1.000	215.00	215.00	0.00
scaffold_1567	1415	63.39	1	1	0.71	0.936	0.936	NA	479.00	479.00	0.00
scaffold_1568	1412	62.18	1	1	0.71	0.693	0.693	NA	432.00	432.00	0.00
scaffold_1569	1411	64.28	1	2	1.42	0.357	0.357	NA	350.00	350.00	0.00
scaffold_1570	1410	53.33	1	1	0.71	0.429	0.429	NA	981.00	981.00	0.00
scaffold_1571	1406	66.00	1	2	1.42	0.251	0.251	1.000	454.00	454.00	0.00
scaffold_1572	1406	67.00	1	2	1.42	0.115	0.115	1.000	589.00	589.00	0.00
scaffold_1573	1405	71.17	1	1	0.71	1.401	1.401	NA	3.00	3.00	0.00
scaffold_1574	1405	61.49	1	2	1.42	0.373	0.373	NA	329.50	329.50	0.00
scaffold_1575	1404	60.40	1	1	0.71	0.255	0.255	NA	3.00	3.00	0.00
scaffold_1576	1403	72.92	1	1	0.71	0.618	0.618	NA	2.00	2.00	0.00
scaffold_1577	1399	59.54	1	2	1.43	0.509	0.509	1.000	184.00	184.00	0.00
scaffold_1578	1398	53.51	1	2	1.43	0.338	0.338	1.000	223.00	223.00	0.00
scaffold_1579	1398	48.50	1	2	1.43	0.269	0.269	1.000	432.00	432.00	0.00
scaffold_1580	1398	46.64	1	2	1.43	0.149	0.149	NA	204.00	204.00	0.00
scaffold_1581	1397	73.30	1	1	0.72	1.110	1.110	NA	3.00	3.00	0.00
scaffold_1582	1395	68.89	1	1	0.72	0.561	0.561	NA	834.00	834.00	0.00
scaffold_1583	1393	67.41	1	2	1.44	0.430	0.430	NA	266.50	266.50	0.00
scaffold_1584	1392	65.30	1	2	1.44	0.538	0.538	NA	87.50	87.50	0.00
scaffold_1585	1392	56.47	1	1	0.72	1.389	1.389	NA	3.00	3.00	0.00
scaffold_1586	1392	62.86	1	1	0.72	1.158	1.158	NA	19.00	19.00	0.00
scaffold_1587	1391	62.76	1	2	1.44	0.465	0.465	NA	231.00	231.00	0.00
scaffold_1588	1390	61.58	1	1	0.72	0.894	0.894	NA	497.00	497.00	0.00
scaffold_1589	1390	45.76	1	1	0.72	0.066	0.066	NA	1.00	1.00	0.00
scaffold_1590	1389	64.07	1	1	0.72	0.555	0.555	NA	833.00	833.00	0.00
scaffold_1591	1388	63.98	1	1	0.72	0.378	0.378	NA	1011.00	1011.00	0.00
scaffold_1592	1386	59.88	1	2	1.44	0.368	0.368	1.000	327.00	327.00	0.00
scaffold_1593	1386	68.90	1	1	0.72	1.383	1.383	NA	2.00	2.00	0.00
scaffold_1594	1384	68.14	1	1	0.72	0.615	0.615	NA	136.00	136.00	0.00
scaffold_1595	1384	68.35	1	1	0.72	1.092	1.092	NA	2.00	2.00	0.00
scaffold_1596	1384	48.70	1	2	1.45	0.266	0.266	1.000	427.00	427.00	0.00
scaffold_1597	1383	50.98	1	3	2.17	0.512	0.363	0.500	3.00	3.00	0.33
scaffold_1598	1382	69.90	1	1	0.72	0.405	0.405	NA	976.00	976.00	0.00
scaffold_1599	1381	57.86	1	1	0.72	0.279	0.279	NA	985.00	985.00	0.00
scaffold_1600	1381	53.80	1	3	2.17	0.199	0.201	NA	348.00	348.00	0.00
scaffold_1601	1380	56.38	1	2	1.45	0.241	0.241	NA	449.50	449.50	0.00
scaffold_1602	1380	60.65	1	1	0.72	0.198	0.198	NA	1182.00	1182.00	0.00
scaffold_1603	1380	73.55	1	2	1.45	0.657	0.657	NA	34.50	34.50	0.00
scaffold_1604	1378	58.56	1	1	0.73	1.098	1.098	NA	1.00	1.00	0.00
scaffold_1605	1377	61.07	1	2	1.45	0.576	0.576	1.000	114.00	114.00	0.00
scaffold_1606	1377	60.64	1	1	0.73	1.374	1.374	NA	2.00	2.00	0.00
scaffold_1607	1377	64.42	1	2	1.45	0.324	0.324	1.000	365.00	365.00	0.00
scaffold_1608	1377	64.71	1	3	2.18	0.399	0.483	NA	102.00	102.00	0.33
scaffold_1609	1377	61.80	1	1	0.73	0.489	0.489	NA	3.00	3.00	0.00
scaffold_1610	1377	50.91	1	1	0.73	0.447	0.447	NA	2.00	2.00	0.00
scaffold_1611	1377	42.99	1	1	0.73	0.540	0.540	NA	100.00	100.00	0.00
scaffold_1612	1376	61.56	1	1	0.73	0.318	0.318	NA	2.00	2.00	0.00
scaffold_1613	1376	66.28	1	2	1.45	0.564	0.564	NA	2.50	2.50	0.00
scaffold_1614	1376	59.74	1	1	0.73	0.264	0.264	NA	1.00	1.00	0.00
scaffold_1615	1375	60.00	1	2	1.45	0.251	0.251	1.000	438.00	438.00	0.00
scaffold_1616	1375	55.78	1	3	2.18	0.254	0.168	0.500	85.00	85.00	0.00
scaffold_1617	1374	58.08	1	2	1.46	0.498	0.498	1.000	190.00	190.00	0.00
scaffold_1618	1373	52.59	1	2	1.46	0.320	0.320	NA	353.00	353.00	0.00
scaffold_1619	1372	59.33	1	1	0.73	1.368	1.368	NA	3.00	3.00	0.00
scaffold_1620	1370	74.16	1	2	1.46	0.310	0.310	1.000	375.50	375.50	0.00
scaffold_1621	1370	68.69	1	1	0.73	1.050	1.050	NA	3.00	3.00	0.00
scaffold_1622	1369	61.43	1	1	0.73	0.357	0.357	NA	1012.00	1012.00	0.00
scaffold_1623	1369	66.98	1	1	0.73	1.368	1.368	NA	1.00	1.00	0.00
scaffold_1624	1368	59.58	1	1	0.73	1.365	1.365	NA	2.00	2.00	0.00
scaffold_1625	1368	67.54	1	2	1.46	0.588	0.588	NA	97.50	97.50	0.00
scaffold_1626	1368	64.84	1	1	0.73	0.630	0.630	NA	3.00	3.00	0.00
scaffold_1627	1367	68.76	1	2	1.46	0.667	0.667	1.000	17.00	17.00	0.00
scaffold_1628	1366	70.28	1	2	1.46	0.351	0.351	NA	333.00	333.00	0.00
scaffold_1629	1366	67.94	1	1	0.73	1.365	1.365	NA	1.00	1.00	0.00
scaffold_1630	1364	55.28	1	2	1.47	0.370	0.370	NA	2.00	2.00	0.00
scaffold_1631	1364	64.08	1	1	0.73	1.362	1.362	NA	2.00	2.00	0.00
scaffold_1632	1363	48.94	1	2	1.47	0.273	0.273	NA	409.50	409.50	0.00
scaffold_1633	1361	47.17	1	2	1.47	0.227	0.227	NA	224.00	224.00	0.00
scaffold_1634	1360	63.97	1	1	0.74	0.750	0.750	NA	609.00	609.00	0.00
scaffold_1635	1360	64.26	1	1	0.74	0.450	0.450	NA	2.00	2.00	0.00
scaffold_1636	1360	71.69	1	1	0.74	0.768	0.768	NA	574.00	574.00	0.00
scaffold_1637	1360	46.62	1	1	0.74	0.192	0.192	NA	1167.00	1167.00	0.00
scaffold_1638	1359	61.74	1	1	0.74	0.528	0.528	NA	831.00	831.00	0.00
scaffold_1639	1359	61.37	1	1	0.74	1.356	1.356	NA	2.00	2.00	0.00
scaffold_1640	1359	61.37	1	1	0.74	0.237	0.237	NA	3.00	3.00	0.00
scaffold_1641	1357	63.60	1	1	0.74	1.356	1.356	NA	2.00	2.00	0.00
scaffold_1642	1355	50.55	1	1	0.74	1.353	1.353	NA	3.00	3.00	0.00
scaffold_1643	1355	54.24	1	1	0.74	1.353	1.353	NA	3.00	3.00	0.00
scaffold_1644	1354	66.03	1	2	1.48	0.547	0.547	1.000	131.00	131.00	0.00
scaffold_1645	1353	62.45	1	2	1.48	0.470	0.470	1.000	208.00	208.00	0.00
scaffold_1646	1352	59.25	1	3	2.22	0.217	0.225	2.000	170.00	170.00	0.00
scaffold_1647	1351	64.99	1	2	1.48	0.452	0.452	1.000	81.50	81.50	0.00
scaffold_1648	1350	62.89	1	3	2.22	0.383	0.270	NA	3.00	3.00	0.00
scaffold_1649	1350	72.44	1	1	0.74	1.350	1.350	NA	1.00	1.00	0.00
scaffold_1650	1350	67.26	1	2	1.48	0.590	0.590	1.000	87.00	87.00	0.00
scaffold_1651	1349	67.68	1	1	0.74	0.660	0.660	NA	690.00	690.00	0.00
scaffold_1652	1348	60.53	1	1	0.74	0.705	0.705	NA	3.00	3.00	0.00
scaffold_1653	1347	55.98	1	1	0.74	0.243	0.243	NA	2.00	2.00	0.00
scaffold_1654	1346	53.42	1	2	1.49	0.670	0.670	1.000	3.50	3.50	0.00
scaffold_1655	1345	68.55	1	1	0.74	0.447	0.447	NA	898.00	898.00	0.00
scaffold_1656	1345	68.77	1	1	0.74	0.918	0.918	NA	426.00	426.00	0.00
scaffold_1657	1345	61.49	1	3	2.23	0.249	0.183	0.500	131.00	131.00	0.00
scaffold_1658	1344	65.62	1	1	0.74	1.341	1.341	NA	2.00	2.00	0.00
scaffold_1659	1344	55.28	1	1	0.74	0.954	0.954	NA	3.00	3.00	0.00
scaffold_1660	1343	65.97	1	3	2.23	0.278	0.135	0.500	178.00	178.00	0.00
scaffold_1661	1343	61.28	1	2	1.49	0.528	0.528	1.000	145.00	145.00	0.00
scaffold_1662	1342	65.65	1	2	1.49	0.201	0.201	NA	471.50	471.50	0.00
scaffold_1663	1342	65.87	1	1	0.75	1.341	1.341	NA	1.00	1.00	0.00
scaffold_1664	1341	66.14	1	1	0.75	0.963	0.963	NA	1.00	1.00	0.00
scaffold_1665	1341	60.92	1	2	1.49	0.531	0.531	NA	304.00	304.00	0.50
scaffold_1666	1341	58.24	1	1	0.75	0.096	0.096	NA	1246.00	1246.00	0.00
scaffold_1667	1340	61.57	1	2	1.49	0.370	0.370	NA	1.50	1.50	0.00
scaffold_1668	1339	61.24	1	1	0.75	1.338	1.338	NA	1.00	1.00	0.00
scaffold_1669	1338	57.25	1	1	0.75	1.338	1.338	NA	1.00	1.00	0.00
scaffold_1670	1337	60.66	1	2	1.50	0.601	0.601	NA	44.50	44.50	0.00
scaffold_1671	1337	60.36	1	2	1.50	0.465	0.465	NA	204.00	204.00	0.00
scaffold_1672	1337	71.43	1	1	0.75	0.318	0.318	NA	1019.00	1019.00	0.00
scaffold_1673	1336	69.69	1	1	0.75	1.035	1.035	NA	300.00	300.00	0.00
scaffold_1674	1336	63.02	1	4	2.99	0.272	0.306	1.000	74.00	74.00	0.25
scaffold_1675	1333	57.46	1	1	0.75	0.774	0.774	NA	558.00	558.00	0.00
scaffold_1676	1332	69.82	1	2	1.50	0.544	0.544	1.000	122.50	122.50	0.00
scaffold_1677	1331	69.35	1	3	2.25	0.382	0.366	0.500	88.00	88.00	0.00
scaffold_1678	1330	65.86	1	2	1.50	0.579	0.579	1.000	87.00	87.00	0.00
scaffold_1679	1329	62.08	1	3	2.26	0.354	0.372	2.000	96.00	96.00	0.00
scaffold_1680	1328	69.95	1	2	1.51	0.341	0.341	1.000	324.00	324.00	0.00
scaffold_1681	1327	47.63	1	1	0.75	1.305	1.305	NA	3.00	3.00	0.00
scaffold_1682	1324	60.80	1	2	1.51	0.569	0.569	1.000	94.00	94.00	0.00
scaffold_1683	1322	60.97	1	2	1.51	0.228	0.228	NA	368.00	368.00	0.00
scaffold_1684	1320	68.26	1	2	1.52	0.623	0.623	1.000	39.00	39.00	0.00
scaffold_1685	1319	63.53	1	2	1.52	0.333	0.333	NA	327.50	327.50	0.00
scaffold_1686	1316	67.02	1	1	0.76	1.314	1.314	NA	3.00	3.00	0.00
scaffold_1687	1316	62.23	1	2	1.52	0.408	0.408	1.000	250.50	250.50	0.00
scaffold_1688	1316	54.41	1	1	0.76	0.459	0.459	NA	150.00	150.00	0.00
scaffold_1689	1316	62.39	1	1	0.76	1.314	1.314	NA	1.00	1.00	0.00
scaffold_1690	1315	55.21	1	3	2.28	0.278	0.309	0.500	137.00	137.00	0.00
scaffold_1691	1314	68.04	1	2	1.52	0.492	0.492	1.000	166.50	166.50	0.00
scaffold_1692	1312	66.84	1	2	1.52	0.454	0.454	NA	203.00	203.00	0.00
scaffold_1693	1311	62.32	1	1	0.76	0.615	0.615	NA	333.00	333.00	0.00
scaffold_1694	1311	56.83	1	1	0.76	0.915	0.915	NA	397.00	397.00	0.00
scaffold_1695	1311	58.05	1	1	0.76	0.546	0.546	NA	764.00	764.00	0.00
scaffold_1696	1311	58.28	1	1	0.76	0.546	0.546	NA	3.00	3.00	0.00
scaffold_1697	1311	58.12	1	1	0.76	0.546	0.546	NA	3.00	3.00	0.00
scaffold_1698	1311	58.43	1	2	1.53	0.266	0.266	1.000	390.50	390.50	0.00
scaffold_1699	1310	63.13	1	1	0.76	1.083	1.083	NA	2.00	2.00	0.00
scaffold_1700	1308	57.87	1	2	1.53	0.168	0.168	1.000	487.00	487.00	0.00
scaffold_1701	1307	67.56	1	1	0.77	1.302	1.302	NA	5.00	5.00	0.00
scaffold_1702	1307	53.10	1	1	0.77	0.177	0.177	NA	1129.00	1129.00	0.00
scaffold_1703	1306	69.60	1	1	0.77	0.228	0.228	NA	1079.00	1079.00	0.00
scaffold_1704	1305	57.85	1	1	0.77	1.305	1.305	NA	1.00	1.00	0.00
scaffold_1705	1304	57.44	1	3	2.30	0.320	0.324	0.500	92.00	92.00	0.00
scaffold_1706	1304	62.88	1	3	2.30	0.289	0.201	NA	222.00	222.00	0.33
scaffold_1707	1304	63.19	1	1	0.77	1.263	1.263	NA	3.00	3.00	0.00
scaffold_1708	1303	66.54	1	2	1.53	0.411	0.411	NA	168.50	168.50	0.00
scaffold_1709	1299	55.43	1	3	2.31	0.154	0.150	2.000	163.00	163.00	0.00
scaffold_1710	1298	66.41	1	1	0.77	0.969	0.969	NA	3.00	3.00	0.00
scaffold_1711	1297	58.83	1	1	0.77	0.930	0.930	NA	1.00	1.00	0.00
scaffold_1712	1297	60.22	1	1	0.77	0.621	0.621	NA	677.00	677.00	0.00
scaffold_1713	1297	64.07	1	2	1.54	0.500	0.500	1.000	150.50	150.50	0.00
scaffold_1714	1297	66.08	1	1	0.77	1.074	1.074	NA	224.00	224.00	0.00
scaffold_1715	1296	64.35	1	2	1.54	0.387	0.387	1.000	262.00	262.00	0.00
scaffold_1716	1296	60.88	1	3	2.31	0.370	0.345	2.000	122.00	122.00	0.33
scaffold_1717	1296	53.86	1	1	0.77	0.885	0.885	NA	3.00	3.00	0.00
scaffold_1718	1295	63.71	1	1	0.77	0.318	0.318	NA	976.00	976.00	0.00
scaffold_1719	1295	65.79	1	1	0.77	1.188	1.188	NA	108.00	108.00	0.00
scaffold_1720	1293	61.10	1	2	1.55	0.279	0.279	1.000	368.50	368.50	0.00
scaffold_1721	1292	62.93	1	1	0.77	0.213	0.213	NA	3.00	3.00	0.00
scaffold_1722	1292	74.77	1	1	0.77	1.290	1.290	NA	1.00	1.00	0.00
scaffold_1723	1291	59.64	1	2	1.55	0.260	0.260	1.000	386.50	386.50	0.00
scaffold_1724	1291	59.95	1	3	2.32	0.312	0.291	NA	13.00	13.00	0.00
scaffold_1725	1290	54.88	1	2	1.55	0.317	0.317	1.000	178.00	178.00	0.00
scaffold_1726	1290	63.49	1	1	0.78	1.287	1.287	NA	3.00	3.00	0.00
scaffold_1727	1289	63.69	1	2	1.55	0.643	0.643	NA	1.50	1.50	0.00
scaffold_1728	1289	53.45	1	1	0.78	0.732	0.732	NA	348.00	348.00	0.00
scaffold_1729	1288	65.45	1	1	0.78	1.011	1.011	NA	278.00	278.00	0.00
scaffold_1730	1287	70.16	1	2	1.55	0.543	0.543	NA	101.00	101.00	0.00
scaffold_1731	1287	58.12	1	1	0.78	1.284	1.284	NA	3.00	3.00	0.00
scaffold_1732	1286	71.62	1	1	0.78	0.705	0.705	NA	582.00	582.00	0.00
scaffold_1733	1286	55.13	1	1	0.78	0.684	0.684	NA	128.00	128.00	0.00
scaffold_1734	1285	63.58	1	2	1.56	0.544	0.544	NA	99.00	99.00	0.00
scaffold_1735	1283	59.08	1	1	0.78	1.281	1.281	NA	2.00	2.00	0.00
scaffold_1736	1283	59.31	1	1	0.78	0.510	0.510	NA	658.00	658.00	0.00
scaffold_1737	1282	59.20	1	2	1.56	0.183	0.183	1.000	458.50	458.50	0.00
scaffold_1738	1282	73.09	1	1	0.78	0.969	0.969	NA	2.00	2.00	0.00
scaffold_1739	1282	64.43	1	1	0.78	1.125	1.125	NA	157.00	157.00	0.00
scaffold_1740	1281	65.34	1	2	1.56	0.291	0.291	NA	350.50	350.50	0.00
scaffold_1741	1281	62.30	1	2	1.56	0.391	0.391	NA	249.50	249.50	0.00
scaffold_1742	1280	73.59	1	1	0.78	0.606	0.606	NA	413.00	413.00	0.00
scaffold_1743	1280	51.25	1	1	0.78	1.278	1.278	NA	3.00	3.00	0.00
scaffold_1744	1279	63.02	1	3	2.35	0.306	0.357	0.500	140.00	140.00	0.00
scaffold_1745	1279	67.71	1	1	0.78	1.278	1.278	NA	2.00	2.00	0.00
scaffold_1746	1279	51.92	1	2	1.56	0.228	0.228	NA	334.50	334.50	0.00
scaffold_1747	1278	55.09	1	1	0.78	0.078	0.078	NA	1.00	1.00	0.00
scaffold_1748	1278	64.24	1	2	1.56	0.436	0.436	NA	204.00	204.00	0.00
scaffold_1749	1277	62.18	1	1	0.78	0.351	0.351	NA	326.00	326.00	0.00
scaffold_1750	1276	67.48	1	1	0.78	1.275	1.275	NA	1.00	1.00	0.00
scaffold_1751	1276	60.82	1	1	0.78	0.237	0.237	NA	26.00	26.00	0.00
scaffold_1752	1276	59.25	1	1	0.78	0.477	0.477	NA	799.00	799.00	0.00
scaffold_1753	1275	67.61	1	3	2.35	0.461	0.507	2.000	46.00	46.00	0.33
scaffold_1754	1275	63.37	1	2	1.57	0.348	0.348	1.000	290.00	290.00	0.00
scaffold_1755	1274	70.57	1	1	0.78	1.272	1.272	NA	3.00	3.00	0.00
scaffold_1756	1274	68.92	1	3	2.35	0.394	0.339	2.000	62.50	62.50	0.33
scaffold_1757	1274	71.19	1	1	0.78	1.272	1.272	NA	2.00	2.00	0.00
scaffold_1758	1274	67.97	1	1	0.78	1.272	1.272	NA	2.00	2.00	0.00
scaffold_1759	1273	68.50	1	2	1.57	0.396	0.396	NA	241.50	241.50	0.00
scaffold_1760	1271	63.65	1	2	1.57	0.412	0.412	NA	24.50	24.50	0.00
scaffold_1761	1271	59.72	1	1	0.79	0.435	0.435	NA	101.00	101.00	0.00
scaffold_1762	1269	65.01	1	1	0.79	1.269	1.269	NA	1.00	1.00	0.00
scaffold_1763	1268	61.51	1	4	3.15	0.289	0.294	0.333	13.00	13.00	0.25
scaffold_1764	1267	62.12	1	1	0.79	0.435	0.435	NA	832.00	832.00	0.00
scaffold_1765	1267	53.43	1	1	0.79	1.218	1.218	NA	48.00	48.00	0.00
scaffold_1766	1266	61.45	1	1	0.79	1.263	1.263	NA	3.00	3.00	0.00
scaffold_1767	1266	58.77	1	1	0.79	0.945	0.945	NA	320.00	320.00	0.00
scaffold_1768	1265	60.16	1	2	1.58	0.519	0.519	1.000	114.50	114.50	0.00
scaffold_1769	1265	62.53	1	2	1.58	0.269	0.269	1.000	85.50	85.50	0.00
scaffold_1770	1265	72.57	1	1	0.79	1.263	1.263	NA	2.00	2.00	0.00
scaffold_1771	1264	65.51	1	2	1.58	0.364	0.364	1.000	106.00	106.00	0.00
scaffold_1772	1262	57.37	1	1	0.79	0.747	0.747	NA	516.00	516.00	0.00
scaffold_1773	1262	68.30	1	2	1.58	0.468	0.468	NA	132.50	132.50	0.00
scaffold_1774	1261	63.44	1	1	0.79	0.375	0.375	NA	2.00	2.00	0.00
scaffold_1775	1260	66.51	1	1	0.79	0.702	0.702	NA	558.00	558.00	0.00
scaffold_1776	1260	64.44	1	1	0.79	1.257	1.257	NA	3.00	3.00	0.00
scaffold_1777	1260	71.98	1	1	0.79	0.492	0.492	NA	3.00	3.00	0.00
scaffold_1778	1259	60.84	1	1	0.79	0.951	0.951	NA	1.00	1.00	0.00
scaffold_1779	1258	67.81	1	1	0.79	0.801	0.801	NA	2.00	2.00	0.00
scaffold_1780	1257	68.26	1	1	0.80	0.912	0.912	NA	344.00	344.00	0.00
scaffold_1781	1255	64.14	1	2	1.59	0.519	0.519	NA	109.50	109.50	0.00
scaffold_1782	1255	58.65	1	2	1.59	0.323	0.323	NA	306.50	306.50	0.00
scaffold_1783	1255	53.63	1	1	0.80	0.174	0.174	NA	2.00	2.00	0.00
scaffold_1784	1254	71.85	1	1	0.80	1.254	1.254	NA	1.00	1.00	0.00
scaffold_1785	1254	61.96	1	2	1.59	0.167	0.167	1.000	159.50	159.50	0.00
scaffold_1786	1254	55.02	1	1	0.80	0.129	0.129	NA	1124.00	1124.00	0.00
scaffold_1787	1253	63.69	1	3	2.39	0.298	0.249	NA	46.00	46.00	0.00
scaffold_1788	1252	64.22	1	2	1.60	0.392	0.392	NA	235.00	235.00	0.00
scaffold_1789	1252	64.46	1	1	0.80	0.396	0.396	NA	3.00	3.00	0.00
scaffold_1790	1252	68.37	1	2	1.60	0.570	0.570	1.000	57.50	57.50	0.00
scaffold_1791	1250	68.56	1	1	0.80	0.507	0.507	NA	37.00	37.00	0.00
scaffold_1792	1249	66.61	1	2	1.60	0.395	0.395	NA	65.00	65.00	0.00
scaffold_1793	1249	71.50	1	2	1.60	0.471	0.471	NA	154.50	154.50	0.00
scaffold_1794	1249	71.90	1	2	1.60	0.353	0.353	1.000	58.50	58.50	0.00
scaffold_1795	1248	68.11	1	2	1.60	0.597	0.597	NA	28.50	28.50	0.00
scaffold_1796	1247	74.50	1	2	1.60	0.534	0.534	1.000	90.50	90.50	0.00
scaffold_1797	1247	66.16	1	1	0.80	1.245	1.245	NA	1.00	1.00	0.00
scaffold_1798	1246	57.54	1	1	0.80	0.378	0.378	NA	712.00	712.00	0.00
scaffold_1799	1243	54.47	1	2	1.61	0.174	0.174	NA	448.00	448.00	0.00
scaffold_1800	1243	59.45	1	2	1.61	0.192	0.192	1.000	430.00	430.00	0.00
scaffold_1801	1243	63.88	1	2	1.61	0.584	0.584	NA	39.50	39.50	0.00
scaffold_1802	1243	55.59	1	1	0.80	0.516	0.516	NA	1.00	1.00	0.00
scaffold_1803	1242	68.60	1	1	0.81	0.828	0.828	NA	3.00	3.00	0.00
scaffold_1804	1242	52.58	1	1	0.81	0.114	0.114	NA	1.00	1.00	0.00
scaffold_1805	1242	68.12	1	2	1.61	0.562	0.562	NA	60.00	60.00	0.00
scaffold_1806	1241	59.79	1	2	1.61	0.417	0.417	1.000	204.50	204.50	0.00
scaffold_1807	1241	68.01	1	2	1.61	0.606	0.606	1.000	16.00	16.00	0.00
