VOG	Allma1	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Anasp1	Batde5	Blabri1	Blyhe1	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecom1	Catan2	Caupr1	Caupr_SCcomb	Chyhya1	Chylag1	Chytri1	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Cladochytrium_tenue_C_tenue	Clapol1_1	Clarep1_1	Dinochytrium_kinnereticum_KLL_TL_06062013	Enthel1	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimjon1	Gaertneriomyces_sp	Gaesem1	Ganpr1	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Gervar1	Glopol1	Gorhay1	Hompol1	Hyacur1	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neosp1	Nowakowskiella_sp	Obemuc1	Orpsp1_1	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Parsed1	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	PirE2_1	Pirfi3	Podochytrium_sp	Polagg1_1	Powhir1	Quaeritorhiza_haematococci_JEL0916	Rhihy1	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spipu1	Thoreauomyces_humboldtii_JEL0095	Triarc1	Unknown_unknown_JEL0888
NCVOG4109				1.5e-15					7.3e-12	1.5e-12																							7.9e-11												5.9e-12				2.5e-13										1.1e-11										3.5e-11						
NCVOG4111				1.6e-11					1.2e-13																						3.5e-15	3.2e-11	1.7e-13																6.5e-11										7.4e-12					1.3e-12					1.2e-12	1.1e-12					
NCVOG4112									2.9e-23																																																																		
NCVOG4113							2.2e-11																	1.2e-17																							2.4e-14	1.7e-15		1.9e-11																									
NCVOG4115									2.7e-14	1.3e-15	4e-11															2e-16					2.7e-11		5.1e-11	2.4e-11							2.5e-11								3.9e-11		4.1e-11					2.8e-12				2.7e-12				1e-11											
NCVOG4116				1.1e-20	4.4e-13				4.7e-15	1.1e-16										2.4e-11				1.1e-12		2.3e-12			1.2e-11	1.3e-11	3.3e-21	1.1e-16	1.4e-19	1.4e-12	6.3e-11						1.1e-12	3.1e-12			1.3e-24	4.2e-11		2.8e-22	1.4e-12	1.1e-11	1.1e-13		1.6e-13	1.4e-11				7.8e-17	1.1e-12	1.5e-12		1.1e-14	5.2e-14	1.2e-11	1.8e-12	1.4e-14	1.3e-13	1.1e-13	1.1e-12			2.3e-19			
NCVOG4118				3.5e-12																																													2e-12										1.6e-11	1.8e-13															
NCVOG4121				1.1e-13						1.5e-11										2.8e-11				2.9e-11						1.9e-11			2.5e-11															1.2e-13	1.2e-11	1.4e-12					1.2e-11			1.2e-12	1.4e-11	1.2e-13				2.6e-15			1.1e-11		9e-11				1.2e-19		
NCVOG4122		3.1e-17	2.3e-17	1.1e-14	2.8e-22	1.1e-15	2.6e-12	3.6e-15	1.2e-16	1.1e-16		2.1e-18			1.3e-12	1.1e-16		2.2e-11	2.3e-11	1.1e-11	2.6e-14	1.3e-11	1.4e-13	1.2e-12	1.1e-15	1.3e-11	1.1e-11		1.1e-15	1.1e-13	3e-11	1.2e-26	1.2e-52	1.1e-15	1.1e-17	1.1e-14	3.6e-15	1.9e-11	5.3e-13	1.5e-14	1.1e-15	1.1e-15	1.3e-11	5.1e-11	1.2e-13	2.1e-23	1.2e-12	1.5e-33	1.1e-12	1.1e-12	1.1e-11		1.2e-13	1.1e-12	3.3e-18	1.4e-11	1.3e-23	1.1e-12	1.1e-11	1.1e-20	1.6e-11	1.1e-14	1.4e-21	1.1e-15	1.4e-12	1.8e-14	1.1e-14	1.1e-14	1.1e-11	1.2e-15		2.5e-12	3.7e-13		1.2e-13
NCVOG4123					9.2e-15						1.5e-11																		4e-13			4e-11	1.7e-12						5.6e-11									2.3e-18																1.8e-11				1.5e-14	6.4e-11						
NCVOG4129											2.8e-17																														2.4e-11								2.4e-13											1.6e-11									1e-13						
NCVOG4134	1.3e-41	7.7e-41	1.4e-25	1.8e-38	1.4e-27	6.2e-22			3.4e-27		4e-37	4.1e-23	8.8e-39	1.9e-13	1e-12		1.8e-11	4e-11	8.2e-11	2.2e-11		3.8e-27	7.9e-28		2.1e-13		7.2e-15		6.5e-11	2.8e-15	3.1e-31	3.8e-25	2.3e-36		1.2e-25	1.2e-27	5.5e-25	1.1e-24	2.3e-24	2.4e-28	4.3e-11	7.7e-58			2.8e-21	1.2e-32			2.2e-29		5.8e-18	2.8e-17	4.1e-11	1.6e-20				1.6e-13	3.6e-40	2.9e-38	2.7e-23	3.8e-12	7e-44	2.8e-38	8e-19	1.4e-11			1.8e-30	7.8e-23		2.2e-25	1.2e-42	9.9e-30	
NCVOG4147																																										1.3e-14																															1.2e-12		
NCVOG4154	2.9e-13	9.3e-12		1.1e-12	2.1e-12	3.4e-13	2.6e-12					2.9e-12			5.5e-24	3.6e-11	6.2e-13	5e-12	5.6e-12		1.4e-14			1.2e-13	4.4e-12		2.2e-17	3.6e-14					1.6e-13	1.7e-15						4.2e-11	2.8e-12		1.6e-14	1.5e-16			4.2e-14	1.3e-12		6.4e-12	9.1e-12				7.8e-14		1.4e-12		1.1e-13	1.1e-12		2.6e-11	7e-11		1.1e-11	9.7e-13	2.6e-16		1.2e-11		9.1e-16	2.8e-11	3e-11	3.2e-12	
NCVOG4155				2.9e-14																																																																							
NCVOG4159										5.3e-49												1.7e-46							1.5e-32	1.7e-12	3.4e-16																											1.1e-15																	
NCVOG4162																																															1.8e-11	4.4e-14																											
NCVOG4163																															2.7e-11																																												
NCVOG4165																																													1.5e-11																														
NCVOG4166																																																	4.5e-13																										
NCVOG4170	1.3e-19	1.1e-19	7e-23	4.7e-20		8.2e-19			2e-13	7.5e-17	3e-20	3.5e-21	1.6e-18		1.2e-19		1e-11	1.1e-26	4.4e-17	1.5e-13	1.2e-12	1e-11	1.5e-24	2.1e-17			1.9e-18		1.3e-14	2.2e-15	6.8e-20	1.3e-18	7.2e-21		2.1e-18	7.8e-18	2.4e-18	6.8e-18	7.9e-18	2.4e-19		2.7e-21	1.6e-17	1.5e-25	4.6e-29				1.5e-20	1.7e-11	4.1e-11	1.9e-27	1.2e-31					1.4e-11	1.8e-13	7.5e-21	1e-22		2.3e-19	1e-25	3.3e-20	1.7e-14		3.2e-12	2.8e-16	1.6e-12			3e-33	3.3e-18	5.2e-20
NCVOG4184				1.7e-12			1.5e-12																								1e-10																													1.9e-12									1.6e-11						
NCVOG4187																																										9.1e-14																																	
NCVOG4206																																																																			1.3e-11								
NCVOG4219										1.9e-20																																		5.3e-17						2.5e-12																1.3e-11		3.9e-11							
NCVOG4221																																																																			1.1e-19								
NCVOG4241				1.1e-17		1.3e-12					1.1e-12	1.9e-12			3.6e-11	4.9e-16		5e-12	2.3e-15			6.3e-12			4.8e-16								1.1e-17	7.5e-13			3.3e-11				3.7e-13								1.3e-18		1.1e-15	1.3e-12							2e-17	1.2e-12			2.2e-12						1.3e-14						
NCVOG4251																																															1.2e-34	3.3e-35		5.8e-19														1.9e-24											
NCVOG4270																																													8.5e-11													6.8e-14															2.3e-13		
NCVOG4274													3.6e-11	4.1e-11	2.6e-12		7.9e-12	2.8e-11	2e-14		5.7e-11	1.1e-11							5.7e-11	1.4e-11											3.9e-11												1.1e-11					3.9e-14								3.2e-13			1.2e-11	2.3e-15					
NCVOG4292																															1.1e-13																																												
NCVOG4295										1.4e-12																																																																	
NCVOG4297																																													3.9e-11																														
NCVOG4301																																																1.8e-13																											
NCVOG4324	5.7e-44	1.1e-43	3.6e-15		5.9e-23	1.7e-29			3.5e-19		3.5e-14	3.6e-17	5.9e-51	2e-25	7.1e-16		4e-12	1.8e-13	7.7e-14	1e-25	8.6e-14	4.2e-14	2.2e-21	3e-53		2.1e-14	4.9e-14		2.5e-28	4.9e-26	2.8e-23	3.6e-24	4.5e-20	3.8e-25	5.3e-23	9.6e-23	2.9e-23	8.2e-23	9.9e-23	2.9e-24	5.1e-17	2e-14	1.2e-21	4.2e-37	1.3e-12		4.6e-13	3.4e-13		4.3e-24	1.7e-12		2.7e-14	5.9e-22	5.7e-26	1.8e-15	3.3e-11	1.8e-21			4.8e-24		1.6e-25		3.7e-51	1.2e-13			1.4e-19	1.6e-16		5.7e-18	5.1e-23	1.2e-33	
NCVOG4331				3.6e-11																																														3e-11																	2e-15								
NCVOG4343	3.9e-12	5.2e-13																																														2.5e-11																											
NCVOG4344	2.1e-12			1.1e-14	2.8e-13				1.6e-12	1.8e-12					7.9e-12	1.7e-11			3.1e-11	1.1e-17	3.8e-11		9.5e-12	1.1e-13	2.4e-19	1.2e-14	1.8e-12		3.1e-16	1.2e-15		3.8e-11	3.5e-13	1.4e-14		2.5e-12	2.7e-11	3e-11	6.9e-13	2e-14	1e-14	1.1e-16	2.1e-13		1.7e-17	2.6e-13	4.2e-11		1.1e-12	2.9e-12	1.2e-14		1e-11	1e-11	2.3e-13	1.2e-15	2.2e-12	2.2e-22	1.1e-13	1.1e-11	2.5e-14	1.2e-14		1.1e-11	1.1e-13	1.1e-15			1.2e-11	1.3e-14					1.4e-16
NCVOG4345																									9.6e-37																																																		
NCVOG4352																																													1.6e-17																														
NCVOG4357										5.7e-46	2.4e-38	2.5e-28			4.9e-30	2.1e-19	1.1e-25	2.2e-18	2.4e-27	1.3e-18	1.8e-28	7.5e-29	1.8e-27	9.6e-29	2.9e-26	1.1e-27	1.2e-17					8e-22	2.1e-22	2.4e-11							4.4e-18	1.9e-23			2.8e-20	2e-16			6.4e-38	1.1e-30	1.2e-29	1.2e-39	1.9e-34		3.3e-16	1.4e-42	1.1e-13		5.1e-40	2.2e-38	1.2e-39		1e-25	2e-19	1.1e-28	1.1e-11	2.5e-21	1.9e-20	1.2e-19	1.1e-17		1.1e-36		2.4e-22	2.4e-38
NCVOG4371				2.2e-11					1.7e-13																																								3.1e-15										1.8e-11	1.8e-13				1.2e-11					3.1e-11						
NCVOG4372				5.7e-12																										2.8e-11																			1.8e-11										1.8e-11	4e-12															
NCVOG4382																																																																											6.3e-13
NCVOG4396										1.4e-11																																		1.6e-26																									4.9e-11						
NCVOG4414				1.6e-11	1.3e-11					1.4e-11															9.7e-11	5.1e-15				4.7e-11	8e-14	3e-13	1.9e-12	4e-12							3.2e-12	2.7e-12							1.2e-12	1.1e-15	2.7e-11								1.2e-13	6.5e-12				2.7e-14		5.8e-11		4.6e-11	1.7e-13	1.3e-13		3.4e-13			
NCVOG4416				4.3e-13	2.1e-11				1.1e-16	1.1e-11														5.3e-11	9.2e-15	2.6e-11					1.5e-17	2.5e-14	1.3e-14								1.2e-15	1.5e-18			1.3e-18						7.5e-13			4.5e-12				1.1e-11			1e-11	7.2e-12		1.1e-13				1.3e-15	1.1e-13				1.5e-11		
NCVOG4418										1.6e-12																							1.1e-13																	1e-13			1.5e-13	7.2e-11															1.6e-12						
NCVOG4419				4.7e-11						1.1e-12													7.6e-11									4e-16	1.1e-14	1.7e-11							1.8e-11								1.3e-12		8.8e-11								4.7e-13	1.2e-13				1.2e-17				2e-14	1.8e-11			7.2e-14			
NCVOG4420																																																											3e-11																
NCVOG4421										1.1e-12						8.2e-14		4.1e-14						1.2e-11	4.4e-11	6.4e-12			1.1e-11	2e-11	6.9e-13	1.1e-11	1.1e-12								1.3e-11				1.2e-13				3.8e-11	1.3e-11	3.3e-12			7.2e-11	1e-12				1.7e-11		1.9e-11	2.4e-12	4.2e-11	1.7e-13				1.3e-12	1.3e-13			8.1e-13			
NCVOG4422				1.2e-12					1.3e-12	1.1e-14						1.6e-13							9.2e-11				5.7e-13		6e-11	7.5e-14		1.5e-19	3e-12	1.3e-12							7.1e-16		1.9e-11						2.2e-12		4.6e-11			1.9e-11			1.1e-12		4.3e-11	7.9e-13		3.9e-11		3.3e-11				1.1e-13	1.4e-12						
NCVOG4423				1.2e-11	2.1e-17				1.9e-13	1.1e-11						4.7e-16							8.3e-13	1.1e-13	2.4e-12	2.5e-11			1.3e-16	1.1e-15	1.5e-24	1.1e-19	1.6e-19	2.7e-14						1.3e-11	1.1e-12	2.1e-11	1.6e-14		1.1e-13	6.6e-15			1.1e-11	1.2e-13	1.1e-11		1.2e-15	2.8e-11	3.1e-13		1.1e-11		1.1e-15	1.5e-12	1.6e-13	1.1e-18	2.1e-14	1.5e-11	5.7e-12	3.7e-12	7.3e-13	1.3e-11	1.1e-11	1e-11		6.3e-20			
NCVOG4430				1.6e-11																																													1.9e-12										1.2e-11																
NCVOG4431	6.3e-11			1.2e-11					1.5e-12							1.1e-11									2.1e-14						1.4e-11			2e-13																1.4e-11									1.9e-15	1.2e-11					2.5e-11		2.6e-13					1.1e-14		6.2e-13	
NCVOG4444										1.8e-11																						1.7e-12																																2.8e-11				7.4e-11							
NCVOG4445				1.1e-12	1.1e-15				1.5e-12	1.1e-12					1.8e-11	2.3e-11		6.6e-13	1.7e-11		1.5e-12			1.3e-12	1.1e-16	2.9e-12			1.9e-13	1.2e-12	3.2e-16	1.1e-18	2.3e-21	1.3e-11	1.2e-11		8.7e-11			9.7e-13	1.1e-21	2.8e-12	2.6e-11		4.7e-11	1.8e-12			1.2e-12	1.3e-11	1.1e-19		1.9e-13	1.1e-12	3.4e-12	2.5e-11	2.2e-12	1.1e-21	1.2e-13	1.2e-16		1.2e-12	1.8e-19	1.3e-16	1.7e-11	1.3e-11	4.5e-19	1.1e-15	1.1e-11	1.1e-11		4.1e-17	2.2e-11		3.1e-11
NCVOG4447																								1.2e-14																		1.5e-14		3.8e-18									7e-21											2.6e-11					1.1e-12						
NCVOG4462				1.1e-12																1.6e-13				1.6e-11					1.3e-13	1.2e-14			5.1e-11	7.1e-11								2.1e-13			1.1e-11				1.1e-14	3.6e-11	1.4e-11		3.9e-13		1.7e-13			1.1e-15	1.1e-11	1.1e-11		1.8e-12	1e-10	1.3e-11	1.4e-13	1.7e-14			1.2e-16	1.6e-12					
NCVOG4467				8.2e-11																																					4e-11	4e-13							5.2e-11										7.9e-14																
NCVOG4468				1.6e-11					2.3e-11																																				1.9e-12			1.1e-12	1.3e-11										1.5e-15	3.4e-11				1.7e-11			1.1e-12						2.5e-11		
NCVOG4477	1.8e-12			1.2e-15			4.8e-11						1.1e-11										7.4e-13	5.5e-15	3e-18		2.9e-13		2.5e-12				3.6e-11										1.2e-11			5.5e-13			1.3e-11	2.4e-14								5.7e-11	1.3e-11	2e-15		1.3e-14			1.3e-11			4.7e-13	1.9e-14		4.8e-11				
NCVOG4487	1.1e-12								2.3e-20			2.1e-13	1.1e-12																		1.2e-11				9.7e-14	1.6e-14	6.1e-13	1.1e-15	3e-14	3.3e-13	8.5e-11	1.9e-11			5.9e-11	9.7e-12		1.9e-19		7.1e-11								1.2e-11					6.4e-12						1.5e-15			2.1e-11	4.9e-15		
NCVOG4493																																																1.2e-12										5.3e-13															1.1e-12		
NCVOG4494	1.2e-11	2.1e-12	1.3e-11	1.1e-31	3.7e-18	1.7e-14	4.2e-14		2.8e-11	1.4e-12	1.1e-16	2.1e-19	1.6e-13	3.2e-14	1.2e-15	1.1e-11	1.1e-18	1.6e-11	1.1e-11	1.1e-12	1.1e-11	1.1e-12	1.1e-16	5.1e-13	1.4e-13	1.3e-14	1.3e-12		1.2e-17	1.2e-15	1.3e-13	2.2e-13	1.9e-20	7.7e-13	1.9e-12	1e-12	1.3e-15	3.6e-14	2.4e-14	1.5e-15	1.2e-14	1.1e-12	1.2e-11	1.8e-19	1.1e-19	1.1e-24	6.4e-13	1.5e-11	1.1e-11	1.2e-11	1.1e-12	1.2e-15	1.1e-11	1.6e-13	1.2e-12	2.4e-12	5.5e-11	1.1e-12	1.1e-17	1.2e-31	1.1e-12	1.1e-27	1.5e-20	1.3e-19	1.2e-11	1.2e-11	3.7e-16	1.1e-11	1.1e-20	1.1e-13		1.3e-15	1.5e-11	1e-11	2.8e-17
NCVOG4496																																																																			2.6e-12								
NCVOG4498												5.5e-11	7.3e-11						3.7e-12																													2.6e-15					3.1e-11																						
NCVOG4499						8.8e-11							1.9e-13											3.2e-11	3.9e-11		3.1e-14																															1.1e-11				8.9e-11			5.5e-12										
NCVOG4502													7.6e-11																																			1.7e-12																											
NCVOG4504	3.4e-11												1.3e-14																								6.9e-12			2.5e-11			9e-12																						4.1e-11										
NCVOG4505									3.5e-14				2.4e-11											5.1e-11									7e-11																	3.9e-11								1.1e-11															1.7e-13		
NCVOG4507													1.3e-13																																			1.3e-13																											
NCVOG4511	2.4e-12	1.6e-12		1.7e-12		1e-12					2.9e-11	1.4e-12	1.1e-11		1.3e-14	1.5e-11	2.7e-13		9.8e-11					1.2e-11	3.6e-11		1.1e-11				3.8e-12			1.2e-11						4.8e-13											3.2e-11	1.1e-11		3.5e-11	1.2e-12				1.2e-11	1.4e-16		1.1e-11	1.1e-14						2.6e-13		1.9e-11	1.3e-14		1.3e-14	
NCVOG4517																																													9.4e-21																														
NCVOG4518	2.2e-27		1.2e-18						1.1e-15			3.6e-17				2.6e-12				1.9e-17						9.6e-15			1e-24	1.3e-29	1.7e-13			8e-12								3.3e-20	1e-18		3.8e-22	1.1e-19	1.3e-11	1.2e-11	2.1e-15				2.7e-15	6.3e-19	2.1e-15						7.4e-12		4.9e-27	4.4e-13		2.9e-13			3.4e-16	3.1e-28		1.1e-11	1.1e-14	1.2e-27	
NCVOG4520									1.5e-14																																							1.1e-12										1.3e-11																	
NCVOG4522	1.1e-18	1.3e-17	1.2e-15	8.2e-15	3.1e-18	1.3e-35	2.2e-19		3.5e-26	1.3e-44	7.5e-14	3.5e-20	2.9e-40	2.9e-14	1.1e-22		2.2e-21	1.9e-33	1.8e-23	1e-23	3.1e-22	1.1e-28	9.6e-16	1.1e-31	1.7e-17	1.4e-11	5.5e-18		1.7e-23	1.9e-16	1.1e-17	5.6e-18	8.6e-11		5.4e-16	8.5e-17	7.4e-17	2.7e-16	2.8e-16	9.5e-18	2.9e-11	4.6e-27		2.2e-13	1.7e-52	2.1e-28	6.7e-19	3.6e-20	1.5e-14		3.2e-18	2e-16	1.3e-11	1.5e-25	1.1e-19	5.7e-25	2.4e-18	9.9e-21	6.5e-16	2.1e-15	1.8e-17	3.8e-17	1.1e-18	6.3e-26	1.5e-20	2.2e-25	3.5e-17	1.3e-12	1.1e-19	3e-23		5.6e-18	3.3e-28	3.1e-18	7.4e-20
NCVOG4523	1.2e-13	4.3e-38	1.5e-20	8.1e-11	9.8e-29	1.3e-13	2.4e-15		3.8e-28		8.7e-11	1.1e-20	1.3e-33	1.8e-19	9.8e-18	1e-16	3.5e-35	1.8e-25	5.8e-29	7.9e-22	8.4e-21	6.9e-47	1.1e-22	3.7e-12	1.1e-14	2e-34	4.1e-14		3.2e-18	3.2e-33		2.5e-27	6.2e-30	1.5e-12	1.1e-27	1.5e-24	3e-27	1.1e-24	5.9e-27	1.7e-28	4.2e-12	1e-11	1.9e-34	4.7e-27	7.4e-20	1.6e-47	1.6e-13	6.4e-15		1.1e-13	2.2e-28		1.3e-21	4.4e-30	3.9e-21	3.6e-30	9.5e-30	1.7e-32	8.6e-12	3.8e-15	4.4e-29	2.9e-23	1.2e-25	2.5e-18	1.4e-21	1.6e-19	3.8e-12	1.9e-12	1.3e-27	5.8e-26		2.2e-11	3.1e-19	2.9e-15	1.3e-27
NCVOG4524																																			1.8e-11																3.3e-14																								
NCVOG4533		5e-12		9.7e-12											1.5e-13			4.7e-17	4.1e-12		2.6e-14	1.1e-17									4.1e-13														1.2e-19				1.2e-12				3.4e-17									7.5e-11													
NCVOG4535													2.5e-12																																1.9e-11			2.3e-16																											
NCVOG4540																																																9.1e-13																											
NCVOG4543																																																3e-11																											
NCVOG4550										1.2e-11																																																																	
NCVOG4556													3.2e-11																																2.9e-11													1.4e-11				8.3e-11											1.3e-11		
NCVOG4561						1.2e-11					1.4e-13	1.7e-14	1.2e-13		1.7e-14	2.7e-11	4.4e-11							1.1e-12	5.1e-12										6.4e-11			6.8e-11		2.1e-11						2.3e-11			7.7e-12		1.3e-12	7.8e-15							3.9e-13			9.2e-11	1.5e-11											3.5e-12	
NCVOG4564																																																										5.3e-11																	
NCVOG4566	3.7e-12	3.8e-11		2e-22	2.4e-13				4.3e-16			2e-13	1.1e-11		2.1e-11							1.4e-11		1.8e-17	5.6e-11		2.3e-13				2.8e-16		5.6e-11								1.1e-12	8.1e-12							1.6e-11		1.3e-13	7.4e-12		1.3e-11					1e-11	1.7e-19		2.5e-12			1.6e-13				3.1e-18	7.8e-11		1.9e-11	3.3e-11		
NCVOG4568	1.1e-11	1.1e-17		1.1e-11	1.4e-14							1.1e-11	1.1e-12		1.1e-11	1.2e-12	1.1e-11	2.1e-12	1.2e-12		6.8e-11	2.1e-12		1.1e-11	1.2e-11	2.2e-13	1.1e-11		2.6e-12	5e-19	1.4e-12	1.1e-12	1.1e-15	1.1e-14	5.2e-14	7.1e-13	1.2e-13	4.9e-13	7.3e-13	1.1e-17	1.1e-14	6.1e-11					1.3e-11				1.1e-13		1.3e-11	3.6e-11	1.5e-13		2.1e-13	1.1e-14	1.1e-11	1.1e-11		1.1e-11	1.1e-15		1.1e-12	4.9e-12			1.2e-11	1.2e-15		1.2e-12		1.1e-14	
NCVOG4571													6.5e-13											3.5e-11																																																			
NCVOG4575										1.7e-11																																			1.1e-11			9.2e-11										1.1e-12						1.7e-12			1.4e-11						1.5e-11		
NCVOG4579																								1.1e-11																								2.2e-13									9.8e-11	1.3e-11									4.1e-12								
NCVOG4580													4e-13																									6.4e-12																																					
NCVOG4581									8.8e-13																																																																		
NCVOG4582										6.4e-12			5.8e-11											2.4e-11			1.7e-13		1.9e-11																			2.3e-12		8.4e-12	4.4e-11							1.1e-11	6e-11			1.3e-12					1.4e-11						5.1e-12		
NCVOG4584						8.4e-11							2.8e-11		3.2e-11																																															1.5e-12													
NCVOG4587					3.9e-11	2e-11									1.4e-12				1e-12		6.7e-12	3e-12		1.6e-12	6.3e-11		1.1e-11																									3.4e-11	5.7e-12																			1.9e-12			
NCVOG4590									1.1e-17																																									1.2e-11			1.2e-15	1.1e-11													8.5e-11	7.5e-11	1.1e-15						
NCVOG4591																																																										1.4e-11																	
NCVOG4594													1.7e-13																																													2.9e-13																	
NCVOG4595																																																													1.7e-11		5.7e-11				5.3e-11								
NCVOG4596						1.9e-13					1.8e-13		1.3e-13							7.7e-11				4.4e-12	2.5e-12		4e-11																						1.7e-11										1.9e-17			5.5e-11			7.3e-12							3e-11			
NCVOG4597																																	8.7e-12																															3.4e-12											
NCVOG4598					4e-11								9.4e-11											6.8e-11			5.9e-11							2.3e-11													3.3e-11																												
NCVOG4605	1.1e-12	1.1e-11		2.1e-12	5.1e-16	1.7e-12			2e-12	8.2e-15		1.1e-19	1.2e-11		1.6e-20	2.2e-17	2.3e-11							1.1e-20	1.6e-11		1.1e-11				2.8e-11	3.5e-12	1.3e-11	9.1e-12	1.5e-12	2.5e-12	2e-11	1.4e-12	8e-11	1.9e-11		1.5e-18	1.1e-13		1.5e-14				1.7e-12		1.2e-12					1.7e-12		2.1e-16	1.1e-11	1.1e-13		1.2e-15	1.3e-12		5.8e-12		1.8e-11		1.2e-11		2.6e-12	2.1e-13		1.3e-14	
NCVOG4611																																																																									2.2e-11		
NCVOG4614																									1.5e-11																							2.3e-14																			2.2e-11								
NCVOG4616	1.4e-12	4.5e-12		1.1e-14		5.5e-12						1.4e-11	1.1e-11		1.3e-11	5.3e-12	1.4e-13							1.2e-11	1.7e-15		2.1e-15						1.9e-12								3.3e-13							1.2e-11			1e-12							1.8e-11	1.7e-11			1.2e-11	4.3e-12		1.2e-13				1.1e-12			1.6e-11	1.5e-12	4.6e-16	
NCVOG4619																																																1.8e-11																											
NCVOG4620																								3.6e-11																					1.3e-11			3.4e-11																											
NCVOG4625																																													9.6e-11			1.2e-20																											
NCVOG4626																																																										1.6e-13																	
NCVOG4629						9.2e-11																																																																					
NCVOG4631										4.1e-12			6.8e-11																																1.1e-11			1.2e-13										1.1e-12									4.2e-11						1.1e-11		
NCVOG4635							1.2e-11																																																																5.7e-12				
NCVOG4636										1e-12																																																																	
NCVOG4640	1.1e-12	2.9e-11				9.8e-13							1.1e-12											1.9e-13			4.9e-13																																										2.2e-11		3.7e-12				
NCVOG4643																																																1.2e-11										6.9e-13									2.5e-13						3.1e-11		
NCVOG4646																																																1e-14																											
NCVOG4654																																																																					6.7e-12						
NCVOG4655	3.4e-13	2.3e-11		1.1e-12		1.8e-11	4.6e-11		1.4e-18				1.7e-11							4.9e-12			5.9e-13	1.6e-11	5.4e-21		4.1e-11						2.2e-11			4.9e-11		2.1e-11	2.2e-11	2.8e-11			1.3e-14		2.9e-14			1.8e-17	1.2e-16	2.2e-12									1.1e-13	1.3e-13		1.6e-11			1.3e-20	1.1e-15			3.3e-12			1.9e-12	8e-12		
NCVOG4656																																																																									1.3e-11		
NCVOG4658																																																1.1e-11																											
NCVOG4662																																																3.9e-11																											
NCVOG4664																																																2.8e-13																											
NCVOG4665	2.6e-12			1.5e-11		1.1e-11			2e-12				1.7e-19											5.1e-13	1.7e-18		2.3e-11						1.3e-11						3.4e-11						2.5e-11	6.5e-14		1.1e-12	1.1e-16	1.8e-16	3.6e-13						4.4e-12	1.1e-13	2.7e-11			1.2e-18			1.3e-11	7.2e-12	2e-15	3.4e-15	1.7e-12				1.1e-12		
NCVOG4670	2.4e-11										2.6e-12		2.7e-14											3.2e-11	2.5e-14		2.2e-11																3.9e-11															2.1e-11	2.9e-12	1e-12		1.1e-14					6.9e-11	4.1e-11							
NCVOG4672																																																																							9e-11				
NCVOG4675																																																3.7e-11																											
NCVOG4676																					3.6e-11	2.6e-12		1.7e-11					3.2e-12	1.1e-12			5.2e-12							3.6e-11		3.8e-13							1e-11		1.1e-12					7.3e-11		1.5e-15					5.1e-11			7e-11		6.3e-12		1.7e-13		1.3e-11			1.1e-13
NCVOG4678	2.4e-11																																																	2.1e-12																									
NCVOG4682										1.1e-15																																																1.1e-11									1.2e-12					7.6e-11			
NCVOG4683																																																4.6e-16																											
NCVOG4687	7.6e-12											1.1e-11	4.2e-11														6.4e-11																																																
NCVOG4689																																			6.8e-13																																								
NCVOG4696	2.1e-19			1.3e-11					1.9e-22		4.9e-11																																						2.3e-13		1.3e-13	1.3e-12							2.8e-18	1.5e-16									2.5e-11					1.5e-22	
NCVOG4698																																													1.8e-11			1.2e-15																									1.1e-17		
NCVOG4700													2.8e-11																																																														
NCVOG4704																																													1.6e-12			3.6e-12																											
NCVOG4707	1.6e-11	2.6e-11			7e-11	1.8e-11						2.1e-11	1.2e-12		1.4e-12	1.1e-11								2.4e-11			1.2e-13										3.4e-11			1.3e-11		1.2e-11												1.3e-11				1.2e-11					1.9e-12						1.3e-11		1.8e-11				
NCVOG4711	3.9e-12					6.5e-11					1.8e-11		1.7e-12		1.2e-12	1.2e-11								3.8e-14	1.1e-11		7.2e-11							6.2e-12																																									
NCVOG4714																																																1.1e-16																											
NCVOG4723																																																1.1e-16																											
NCVOG4735																																																1.3e-12																											
NCVOG4739																																				1.6e-11		4.3e-13	6.5e-16																														4.5e-12						
NCVOG4740																																																1.4e-20																											
NCVOG4741													5.2e-12																																													6.6e-11																	
